Time (seconds)	TX1 (dB)	TX2 (dB)	TX3 (dB)	TX4 (dB)	TX5 (dB)	TX6 (dB)	TX7 (dB)	TX8 (dB)	
0.0437	-61.9820+0.7504i	-81.9124+0.7504i	-76.6264+0.7504i	-90.0252+0.7504i	-62.5613+0.7504i	-81.9848+0.7504i	-55.9320+0.7504i	-89.8788+0.7504i
0.0458	-61.9815+0.7504i	-81.9156+0.7504i	-76.6259+0.7504i	-90.0213+0.7504i	-62.5635+0.7504i	-82.0154+0.7504i	-55.9347+0.7504i	-89.8799+0.7504i
0.0479	-61.9872+0.7504i	-81.9447+0.7504i	-76.6281+0.7504i	-90.0255+0.7504i	-62.5678+0.7504i	-82.0344+0.7504i	-55.9326+0.7504i	-89.8801+0.7504i
0.0500	-61.9980+0.7504i	-81.9726+0.7504i	-76.6259+0.7504i	-90.0279+0.7504i	-62.5630+0.7504i	-82.0247+0.7504i	-55.9307+0.7504i	-89.8821+0.7504i
0.0521	-62.0017+0.7504i	-81.9868+0.7504i	-76.6278+0.7504i	-90.0278+0.7504i	-62.5686+0.7504i	-82.0234+0.7504i	-55.9308+0.7504i	-89.8832+0.7504i
0.0542	-62.0051+0.7504i	-82.0205+0.7504i	-76.6297+0.7504i	-90.0248+0.7504i	-62.5785+0.7504i	-82.0592+0.7504i	-55.9290+0.7504i	-89.8787+0.7504i
0.0563	-62.0159+0.7504i	-82.0460+0.7504i	-76.6328+0.7504i	-90.0262+0.7504i	-62.5757+0.7504i	-82.0582+0.7504i	-55.9254+0.7504i	-89.8806+0.7504i
0.0583	-62.0202+0.7504i	-82.0611+0.7504i	-76.6348+0.7504i	-90.0301+0.7504i	-62.5828+0.7504i	-82.0694+0.7504i	-55.9196+0.7504i	-89.8805+0.7504i
0.0604	-62.0095+0.7504i	-82.0615+0.7504i	-76.6316+0.7504i	-90.0282+0.7504i	-62.5422+0.7504i	-81.8640+0.7504i	-55.9635+0.7504i	-89.8796+0.7504i
0.0625	-62.0213+0.7504i	-82.0898+0.7504i	-76.6316+0.7504i	-90.0300+0.7504i	-62.5511+0.7504i	-81.9154+0.7504i	-55.9595+0.7504i	-89.8857+0.7504i
0.0646	-62.0381+0.7504i	-82.1208+0.7504i	-76.6328+0.7504i	-90.0304+0.7504i	-62.5426+0.7504i	-81.8881+0.7504i	-55.9204+0.7504i	-89.8845+0.7504i
0.0667	-62.0326+0.7504i	-82.1422+0.7504i	-76.6311+0.7504i	-90.0298+0.7504i	-62.5446+0.7504i	-81.8288+0.7504i	-55.9257+0.7504i	-89.8835+0.7504i
0.0688	-62.0435+0.7504i	-82.1726+0.7504i	-76.6339+0.7504i	-90.0295+0.7504i	-62.5586+0.7504i	-81.8765+0.7504i	-55.9152+0.7504i	-89.8857+0.7504i
0.0708	-62.0510+0.7504i	-82.2164+0.7504i	-76.6342+0.7504i	-90.0291+0.7504i	-62.5504+0.7504i	-81.8603+0.7504i	-55.9161+0.7504i	-89.8821+0.7504i
0.0729	-62.0567+0.7504i	-82.2339+0.7504i	-76.6503+0.7504i	-90.0391+0.7504i	-62.5551+0.7504i	-81.9043+0.7504i	-55.9123+0.7504i	-89.8830+0.7504i
0.0750	-62.0621+0.7504i	-82.2568+0.7504i	-76.6505+0.7504i	-90.0367+0.7504i	-62.5487+0.7504i	-81.8551+0.7504i	-55.9066+0.7504i	-89.8870+0.7504i
0.0771	-62.0648+0.7504i	-82.2686+0.7504i	-76.6516+0.7504i	-90.0333+0.7504i	-62.5653+0.7504i	-81.9073+0.7504i	-55.9051+0.7504i	-89.8872+0.7504i
0.0792	-62.0747+0.7504i	-82.2617+0.7504i	-76.6566+0.7504i	-90.0312+0.7504i	-62.5537+0.7504i	-81.9026+0.7504i	-55.9098+0.7504i	-89.8905+0.7504i
0.0813	-62.0812+0.7504i	-82.3121+0.7504i	-76.6528+0.7504i	-90.0311+0.7504i	-62.5586+0.7504i	-81.9210+0.7504i	-55.9121+0.7504i	-89.8909+0.7504i
0.0833	-62.0896+0.7504i	-82.3343+0.7504i	-76.6551+0.7504i	-90.0348+0.7504i	-62.5611+0.7504i	-81.9289+0.7504i	-55.9026+0.7504i	-89.8914+0.7504i
0.0854	-62.0938+0.7504i	-82.3367+0.7504i	-76.6515+0.7504i	-90.0290+0.7504i	-62.5762+0.7504i	-81.9613+0.7504i	-55.9086+0.7504i	-89.8933+0.7504i
0.0875	-62.0918+0.7504i	-82.3818+0.7504i	-76.6523+0.7504i	-90.0293+0.7504i	-62.6006+0.7504i	-81.9916+0.7504i	-55.8948+0.7504i	-89.8880+0.7504i
0.0896	-62.1031+0.7504i	-82.4113+0.7504i	-76.6527+0.7504i	-90.0321+0.7504i	-62.5982+0.7504i	-81.9921+0.7504i	-55.8968+0.7504i	-89.8913+0.7504i
0.0917	-62.0955+0.7504i	-82.3754+0.7504i	-76.6537+0.7504i	-90.0315+0.7504i	-62.6001+0.7504i	-82.0241+0.7504i	-55.8993+0.7504i	-89.8853+0.7504i
0.0938	-62.0985+0.7504i	-82.4176+0.7504i	-76.6564+0.7504i	-90.0351+0.7504i	-62.5991+0.7504i	-82.0029+0.7504i	-55.8989+0.7504i	-89.8862+0.7504i
0.0958	-62.1199+0.7504i	-82.4827+0.7504i	-76.6580+0.7504i	-90.0344+0.7504i	-62.6063+0.7504i	-82.0153+0.7504i	-55.9015+0.7504i	-89.8934+0.7504i
0.0979	-62.1262+0.7504i	-82.4983+0.7504i	-76.6537+0.7504i	-90.0309+0.7504i	-62.6066+0.7504i	-82.0324+0.7504i	-55.8951+0.7504i	-89.8891+0.7504i
0.1000	-62.1345+0.7504i	-82.5421+0.7504i	-76.6574+0.7504i	-90.0322+0.7504i	-62.6079+0.7504i	-82.0055+0.7504i	-55.8961+0.7504i	-89.8862+0.7504i
0.1021	-62.1309+0.7504i	-82.5409+0.7504i	-76.6595+0.7504i	-90.0312+0.7504i	-62.6212+0.7504i	-82.0311+0.7504i	-55.9008+0.7504i	-89.8888+0.7504i
0.1042	-62.1413+0.7504i	-82.5886+0.7504i	-76.6586+0.7504i	-90.0302+0.7504i	-62.6282+0.7504i	-82.0603+0.7504i	-55.8947+0.7504i	-89.8874+0.7504i
0.1062	-62.1479+0.7504i	-82.6226+0.7504i	-76.6638+0.7504i	-90.0337+0.7504i	-62.6197+0.7504i	-82.0450+0.7504i	-55.8939+0.7504i	-89.8860+0.7504i
0.1083	-62.1611+0.7504i	-82.5611+0.7504i	-76.6737+0.7504i	-90.0366+0.7504i	-62.5866+0.7504i	-82.0452+0.7504i	-55.9189+0.7504i	-89.8992+0.7504i
0.1104	-62.1681+0.7504i	-82.5965+0.7504i	-76.6688+0.7504i	-90.0287+0.7504i	-62.5994+0.7504i	-82.0450+0.7504i	-55.9138+0.7504i	-89.8965+0.7504i
0.1125	-62.1694+0.7504i	-82.6888+0.7504i	-76.6662+0.7504i	-90.0271+0.7504i	-62.6294+0.7504i	-82.0744+0.7504i	-55.8937+0.7504i	-89.8914+0.7504i
0.1146	-62.1690+0.7504i	-82.6752+0.7504i	-76.6663+0.7504i	-90.0308+0.7504i	-62.6443+0.7504i	-82.0927+0.7504i	-55.9089+0.7504i	-89.8969+0.7504i
0.1167	-62.1681+0.7504i	-82.7056+0.7504i	-76.6552+0.7504i	-90.0240+0.7504i	-62.6598+0.7504i	-82.1181+0.7504i	-55.8840+0.7504i	-89.8932+0.7504i
0.1187	-62.1721+0.7504i	-82.7373+0.7504i	-76.6595+0.7504i	-90.0272+0.7504i	-62.6753+0.7504i	-82.1461+0.7504i	-55.8914+0.7504i	-89.8960+0.7504i
0.1208	-62.1792+0.7504i	-82.7325+0.7504i	-76.6622+0.7504i	-90.0267+0.7504i	-62.6767+0.7504i	-82.1965+0.7504i	-55.9021+0.7504i	-89.8970+0.7504i
0.1229	-62.1786+0.7504i	-82.7670+0.7504i	-76.6621+0.7504i	-90.0257+0.7504i	-62.6847+0.7504i	-82.2256+0.7504i	-55.9360+0.7504i	-89.8957+0.7504i
0.1250	-62.1831+0.7504i	-82.7928+0.7504i	-76.6642+0.7504i	-90.0255+0.7504i	-62.6966+0.7504i	-82.2442+0.7504i	-55.9239+0.7504i	-89.8904+0.7504i
0.1271	-62.2094+0.7504i	-82.8271+0.7504i	-76.6710+0.7504i	-90.0296+0.7504i	-62.6899+0.7504i	-82.2268+0.7504i	-55.9026+0.7504i	-89.8919+0.7504i
0.1292	-62.2129+0.7504i	-82.8522+0.7504i	-76.6707+0.7504i	-90.0294+0.7504i	-62.6949+0.7504i	-82.2221+0.7504i	-55.9213+0.7504i	-89.8948+0.7504i
0.1313	-62.2233+0.7504i	-82.8645+0.7504i	-76.6706+0.7504i	-90.0283+0.7504i	-62.6933+0.7504i	-82.2542+0.7504i	-55.9065+0.7504i	-89.8938+0.7504i
0.1333	-62.2288+0.7504i	-82.9046+0.7504i	-76.6637+0.7504i	-90.0268+0.7504i	-62.6981+0.7504i	-82.2272+0.7504i	-55.9108+0.7504i	-89.8932+0.7504i
0.1354	-62.2254+0.7504i	-82.9099+0.7504i	-76.6693+0.7504i	-90.0270+0.7504i	-62.7018+0.7504i	-82.2295+0.7504i	-55.9124+0.7504i	-89.8942+0.7504i
0.1375	-62.2368+0.7504i	-82.9472+0.7504i	-76.6665+0.7504i	-90.0262+0.7504i	-62.7118+0.7504i	-82.2606+0.7504i	-55.9092+0.7504i	-89.8889+0.7504i
0.1396	-62.2337+0.7504i	-82.9710+0.7504i	-76.6663+0.7504i	-90.0271+0.7504i	-62.7100+0.7504i	-82.2623+0.7504i	-55.9164+0.7504i	-89.8904+0.7504i
0.1417	-62.2400+0.7504i	-82.9970+0.7504i	-76.6756+0.7504i	-90.0284+0.7504i	-62.7145+0.7504i	-82.2639+0.7504i	-55.9099+0.7504i	-89.8932+0.7504i
0.1437	-62.2429+0.7504i	-83.0067+0.7504i	-76.6757+0.7504i	-90.0294+0.7504i	-62.7249+0.7504i	-82.2977+0.7504i	-55.9172+0.7504i	-89.8925+0.7504i
0.1458	-62.2478+0.7504i	-83.0132+0.7504i	-76.6894+0.7504i	-90.0294+0.7504i	-62.7222+0.7504i	-82.3035+0.7504i	-55.9233+0.7504i	-89.8928+0.7504i
0.1479	-62.2468+0.7504i	-83.0375+0.7504i	-76.6920+0.7504i	-90.0315+0.7504i	-62.7135+0.7504i	-82.2711+0.7504i	-55.9291+0.7504i	-89.8927+0.7504i
0.1500	-62.2539+0.7504i	-83.0754+0.7504i	-76.6940+0.7504i	-90.0354+0.7504i	-62.7233+0.7504i	-82.3005+0.7504i	-55.9234+0.7504i	-89.8918+0.7504i
0.1521	-62.2529+0.7504i	-83.0797+0.7504i	-76.6981+0.7504i	-90.0363+0.7504i	-62.7519+0.7504i	-82.3299+0.7504i	-55.9329+0.7504i	-89.8934+0.7504i
0.1542	-62.2406+0.7504i	-83.0456+0.7504i	-76.7013+0.7504i	-90.0362+0.7504i	-62.7490+0.7504i	-82.3802+0.7504i	-55.9409+0.7504i	-89.8892+0.7504i
0.1563	-62.2467+0.7504i	-83.0652+0.7504i	-76.7131+0.7504i	-90.0457+0.7504i	-62.7366+0.7504i	-82.3898+0.7504i	-55.9493+0.7504i	-89.8921+0.7504i
0.1583	-62.2673+0.7504i	-83.1462+0.7504i	-76.7135+0.7504i	-90.0452+0.7504i	-62.7494+0.7504i	-82.3714+0.7504i	-55.9396+0.7504i	-89.8911+0.7504i
0.1604	-62.2768+0.7504i	-83.1987+0.7504i	-76.7214+0.7504i	-90.0497+0.7504i	-62.7601+0.7504i	-82.3631+0.7504i	-55.9490+0.7504i	-89.8880+0.7504i
0.1625	-62.2939+0.7504i	-83.2438+0.7504i	-76.7242+0.7504i	-90.0514+0.7504i	-62.7645+0.7504i	-82.3940+0.7504i	-55.9574+0.7504i	-89.8884+0.7504i
0.1646	-62.2962+0.7504i	-83.2626+0.7504i	-76.7339+0.7504i	-90.0589+0.7504i	-62.7731+0.7504i	-82.4246+0.7504i	-55.9651+0.7504i	-89.8880+0.7504i
0.1667	-62.3029+0.7504i	-83.3204+0.7504i	-76.7362+0.7504i	-90.0599+0.7504i	-62.7703+0.7504i	-82.3701+0.7504i	-55.9678+0.7504i	-89.8852+0.7504i
0.1688	-62.2950+0.7504i	-83.2985+0.7504i	-76.7340+0.7504i	-90.0604+0.7504i	-62.7792+0.7504i	-82.4096+0.7504i	-55.9734+0.7504i	-89.8879+0.7504i
0.1708	-62.3017+0.7504i	-83.3476+0.7504i	-76.7355+0.7504i	-90.0614+0.7504i	-62.8007+0.7504i	-82.4727+0.7504i	-55.9718+0.7504i	-89.8758+0.7504i
0.1729	-62.3034+0.7504i	-83.3683+0.7504i	-76.7419+0.7504i	-90.0624+0.7504i	-62.8003+0.7504i	-82.4905+0.7504i	-55.9801+0.7504i	-89.8776+0.7504i
0.1750	-62.3084+0.7504i	-83.3991+0.7504i	-76.7435+0.7504i	-90.0641+0.7504i	-62.8008+0.7504i	-82.4757+0.7504i	-55.9829+0.7504i	-89.8804+0.7504i
0.1771	-62.3250+0.7504i	-83.4494+0.7504i	-76.7399+0.7504i	-90.0574+0.7504i	-62.7992+0.7504i	-82.4649+0.7504i	-55.9928+0.7504i	-89.8763+0.7504i
0.1792	-62.3263+0.7504i	-83.4284+0.7504i	-76.7415+0.7504i	-90.0552+0.7504i	-62.8089+0.7504i	-82.5257+0.7504i	-56.0004+0.7504i	-89.8800+0.7504i
0.1812	-62.3263+0.7504i	-83.4566+0.7504i	-76.7417+0.7504i	-90.0596+0.7504i	-62.8125+0.7504i	-82.5330+0.7504i	-56.0068+0.7504i	-89.8785+0.7504i
0.1833	-62.3345+0.7504i	-83.5189+0.7504i	-76.7400+0.7504i	-90.0609+0.7504i	-62.8171+0.7504i	-82.5495+0.7504i	-56.0035+0.7504i	-89.8736+0.7504i
0.1854	-62.3275+0.7504i	-83.5307+0.7504i	-76.7408+0.7504i	-90.0641+0.7504i	-62.8261+0.7504i	-82.5790+0.7504i	-56.0372+0.7504i	-89.8736+0.7504i
0.1875	-62.3409+0.7504i	-83.5824+0.7504i	-76.7470+0.7504i	-90.0658+0.7504i	-62.8267+0.7504i	-82.5977+0.7504i	-56.0510+0.7504i	-89.8710+0.7504i
0.1896	-62.3652+0.7504i	-83.6007+0.7504i	-76.7494+0.7504i	-90.0688+0.7504i	-62.8372+0.7504i	-82.6365+0.7504i	-56.0388+0.7504i	-89.8736+0.7504i
0.1917	-62.3531+0.7504i	-83.5937+0.7504i	-76.7416+0.7504i	-90.0652+0.7504i	-62.8596+0.7504i	-82.6761+0.7504i	-56.0362+0.7504i	-89.8670+0.7504i
0.1938	-62.3634+0.7504i	-83.6096+0.7504i	-76.7465+0.7504i	-90.0647+0.7504i	-62.8551+0.7504i	-82.6772+0.7504i	-56.0510+0.7504i	-89.8697+0.7504i
0.1958	-62.3902+0.7504i	-83.7099+0.7504i	-76.7466+0.7504i	-90.0672+0.7504i	-62.8584+0.7504i	-82.7053+0.7504i	-56.0634+0.7504i	-89.8697+0.7504i
0.1979	-62.3937+0.7504i	-83.7515+0.7504i	-76.7489+0.7504i	-90.0678+0.7504i	-62.8659+0.7504i	-82.7287+0.7504i	-56.1633+0.7504i	-89.8750+0.7504i
0.2000	-62.4108+0.7504i	-83.8103+0.7504i	-76.7512+0.7504i	-90.0688+0.7504i	-62.8584+0.7504i	-82.6953+0.7504i	-56.1601+0.7504i	-89.8719+0.7504i
0.2021	-62.4072+0.7504i	-83.8147+0.7504i	-76.7526+0.7504i	-90.0693+0.7504i	-62.8650+0.7504i	-82.7071+0.7504i	-56.1963+0.7504i	-89.8747+0.7504i
0.2042	-62.4240+0.7504i	-83.9025+0.7504i	-76.7410+0.7504i	-90.0648+0.7504i	-62.8825+0.7504i	-82.7246+0.7504i	-56.2035+0.7504i	-89.8660+0.7504i
0.2062	-62.4229+0.7504i	-83.9387+0.7504i	-76.7424+0.7504i	-90.0685+0.7504i	-62.8783+0.7504i	-82.7094+0.7504i	-56.2032+0.7504i	-89.8632+0.7504i
0.2083	-62.4343+0.7504i	-83.9760+0.7504i	-76.7367+0.7504i	-90.0658+0.7504i	-62.8799+0.7504i	-82.7199+0.7504i	-56.2307+0.7504i	-89.8679+0.7504i
0.2104	-62.4479+0.7504i	-84.0384+0.7504i	-76.7379+0.7504i	-90.0662+0.7504i	-62.8796+0.7504i	-82.7354+0.7504i	-56.2270+0.7504i	-89.8584+0.7504i
0.2125	-62.4523+0.7504i	-84.0546+0.7504i	-76.7413+0.7504i	-90.0637+0.7504i	-62.8995+0.7504i	-82.7949+0.7504i	-56.2502+0.7504i	-89.8587+0.7504i
0.2146	-62.4538+0.7504i	-84.0795+0.7504i	-76.7420+0.7504i	-90.0691+0.7504i	-62.8970+0.7504i	-82.7719+0.7504i	-56.2648+0.7504i	-89.8488+0.7504i
0.2167	-62.4493+0.7504i	-84.1162+0.7504i	-76.7485+0.7504i	-90.0696+0.7504i	-62.8983+0.7504i	-82.7837+0.7504i	-56.2734+0.7504i	-89.8408+0.7504i
0.2188	-62.4583+0.7504i	-84.1692+0.7504i	-76.7474+0.7504i	-90.0734+0.7504i	-62.9060+0.7504i	-82.7766+0.7504i	-56.3024+0.7504i	-89.8412+0.7504i
0.2208	-62.4866+0.7504i	-84.2715+0.7504i	-76.7410+0.7504i	-90.0744+0.7504i	-62.9068+0.7504i	-82.8071+0.7504i	-56.3305+0.7504i	-89.8395+0.7504i
0.2229	-62.4833+0.7504i	-84.2752+0.7504i	-76.7399+0.7504i	-90.0718+0.7504i	-62.9174+0.7504i	-82.8429+0.7504i	-56.3594+0.7504i	-89.8545+0.7504i
0.2250	-62.5102+0.7504i	-84.3467+0.7504i	-76.7346+0.7504i	-90.0724+0.7504i	-62.9095+0.7504i	-82.8347+0.7504i	-56.3743+0.7504i	-89.8412+0.7504i
0.2271	-62.5217+0.7504i	-84.4593+0.7504i	-76.7546+0.7504i	-90.0859+0.7504i	-62.8872+0.7504i	-82.7522+0.7504i	-56.4322+0.7504i	-89.8358+0.7504i
0.2292	-62.5379+0.7504i	-84.5245+0.7504i	-76.7454+0.7504i	-90.0824+0.7504i	-62.9007+0.7504i	-82.8087+0.7504i	-56.4469+0.7504i	-89.8367+0.7504i
0.2313	-62.5525+0.7504i	-84.6219+0.7504i	-76.7502+0.7504i	-90.0871+0.7504i	-62.8821+0.7504i	-82.7679+0.7504i	-56.4914+0.7504i	-89.8334+0.7504i
0.2333	-62.5623+0.7504i	-84.7029+0.7504i	-76.7476+0.7504i	-90.0880+0.7504i	-62.8786+0.7504i	-82.7109+0.7504i	-56.5139+0.7504i	-89.8283+0.7504i
0.2354	-62.5553+0.7504i	-84.6493+0.7504i	-76.7373+0.7504i	-90.0824+0.7504i	-62.9007+0.7504i	-82.8397+0.7504i	-56.5286+0.7504i	-89.8303+0.7504i
0.2375	-62.5736+0.7504i	-84.7342+0.7504i	-76.7328+0.7504i	-90.0800+0.7504i	-62.9022+0.7504i	-82.8557+0.7504i	-56.5477+0.7504i	-89.8209+0.7504i
0.2396	-62.5836+0.7504i	-84.7966+0.7504i	-76.7341+0.7504i	-90.0853+0.7504i	-62.8943+0.7504i	-82.8396+0.7504i	-56.5945+0.7504i	-89.8191+0.7504i
0.2417	-62.5993+0.7504i	-84.8779+0.7504i	-76.7275+0.7504i	-90.0801+0.7504i	-62.8937+0.7504i	-82.8449+0.7504i	-56.6082+0.7504i	-89.8158+0.7504i
0.2437	-62.6158+0.7504i	-84.9706+0.7504i	-76.7306+0.7504i	-90.0828+0.7504i	-62.8940+0.7504i	-82.8193+0.7504i	-56.6517+0.7504i	-89.8162+0.7504i
0.2458	-62.6328+0.7504i	-85.0468+0.7504i	-76.7229+0.7504i	-90.0760+0.7504i	-62.9017+0.7504i	-82.8594+0.7504i	-56.6756+0.7504i	-89.8092+0.7504i
0.2479	-62.6007+0.7504i	-85.0551+0.7504i	-76.7217+0.7504i	-90.0806+0.7504i	-62.9001+0.7504i	-82.8635+0.7504i	-56.7250+0.7504i	-89.8101+0.7504i
0.2500	-62.6240+0.7504i	-85.1732+0.7504i	-76.7114+0.7504i	-90.0787+0.7504i	-62.9000+0.7504i	-82.8675+0.7504i	-56.7384+0.7504i	-89.8026+0.7504i
0.2521	-62.6522+0.7504i	-85.2146+0.7504i	-76.7025+0.7504i	-90.0737+0.7504i	-62.9017+0.7504i	-82.8722+0.7504i	-56.7527+0.7504i	-89.8020+0.7504i
0.2542	-62.6674+0.7504i	-85.2754+0.7504i	-76.7052+0.7504i	-90.0729+0.7504i	-62.8956+0.7504i	-82.9291+0.7504i	-56.7902+0.7504i	-89.7969+0.7504i
0.2562	-62.6810+0.7504i	-85.2873+0.7504i	-76.7015+0.7504i	-90.0715+0.7504i	-62.9009+0.7504i	-82.9231+0.7504i	-56.8194+0.7504i	-89.7949+0.7504i
0.2583	-62.6987+0.7504i	-85.3761+0.7504i	-76.6934+0.7504i	-90.0666+0.7504i	-62.9047+0.7504i	-82.9402+0.7504i	-56.8293+0.7504i	-89.7799+0.7504i
0.2604	-62.7102+0.7504i	-85.4442+0.7504i	-76.6975+0.7504i	-90.0716+0.7504i	-62.9008+0.7504i	-82.9111+0.7504i	-56.8728+0.7504i	-89.7768+0.7504i
0.2625	-62.7330+0.7504i	-85.5153+0.7504i	-76.6779+0.7504i	-90.0627+0.7504i	-62.8999+0.7504i	-82.9370+0.7504i	-56.8860+0.7504i	-89.7678+0.7504i
0.2646	-62.7508+0.7504i	-85.6411+0.7504i	-76.6876+0.7504i	-90.0688+0.7504i	-62.8776+0.7504i	-82.8921+0.7504i	-56.9322+0.7504i	-89.7594+0.7504i
0.2667	-62.7739+0.7504i	-85.7824+0.7504i	-76.6765+0.7504i	-90.0599+0.7504i	-62.8974+0.7504i	-82.8995+0.7504i	-56.9392+0.7504i	-89.7454+0.7504i
0.2687	-62.7710+0.7504i	-85.7619+0.7504i	-76.6605+0.7504i	-90.0502+0.7504i	-62.9114+0.7504i	-82.9766+0.7504i	-56.9622+0.7504i	-89.7398+0.7504i
0.2708	-62.7953+0.7504i	-85.8975+0.7504i	-76.6443+0.7504i	-90.0441+0.7504i	-62.9131+0.7504i	-82.9804+0.7504i	-56.9716+0.7504i	-89.7241+0.7504i
0.2729	-62.7986+0.7504i	-85.9117+0.7504i	-76.6318+0.7504i	-90.0362+0.7504i	-62.9052+0.7504i	-82.9734+0.7504i	-57.0023+0.7504i	-89.7175+0.7504i
0.2750	-62.8003+0.7504i	-86.0551+0.7504i	-76.6353+0.7504i	-90.0365+0.7504i	-62.9141+0.7504i	-82.9242+0.7504i	-57.0226+0.7504i	-89.7094+0.7504i
0.2771	-62.8076+0.7504i	-86.1051+0.7504i	-76.6199+0.7504i	-90.0256+0.7504i	-62.9177+0.7504i	-82.9495+0.7504i	-57.0799+0.7504i	-89.6983+0.7504i
0.2792	-62.8118+0.7504i	-86.1270+0.7504i	-76.6389+0.7504i	-90.0202+0.7504i	-62.9196+0.7504i	-83.0186+0.7504i	-57.1016+0.7504i	-89.6855+0.7504i
0.2813	-62.7981+0.7504i	-86.1700+0.7504i	-76.6300+0.7504i	-90.0165+0.7504i	-62.9155+0.7504i	-82.9855+0.7504i	-57.1429+0.7504i	-89.6770+0.7504i
0.2833	-62.8404+0.7504i	-86.3446+0.7504i	-76.5855+0.7504i	-89.9960+0.7504i	-62.9194+0.7504i	-83.0092+0.7504i	-57.1525+0.7504i	-89.6659+0.7504i
